Type,Artist,Year,Album,Titel,text
Song,Haiyti,2020,SUI SUI,ASBACH (Ft. Capuz & Klapse Mane),"[Hook: Haiyti]
Asbach in mei'm Double Cup (Uh)
Der Club ist voll mit Bubble Butts (Bubble, Bubble)
Mach Platz für das Assi-Pack (Huh)
Du bist high, wenn ich Kasse mach'

[Part 1: Haiyti]
Tanze Crip auf mein Grab, Junkies denken immer frisch
Du hast viel zu erzähl'n, laber mich mal nicht dicht
Roll' einfach Suff, wenn der Sizzup mich kickt
Ich hab' Packs unterm Sitz und mein Image gefickt, ey
Hasse alle, die jetzt Half Rap machen
Haiyti Rondo heißt es Hausaufgaben
Häng' mit Capa und Klapse nicht im Hauseingang
Robbery, ich muss kein'n Raub mehr plan'n

[Hook: Haiyti]
Asbach in mei'm Double Cup (Uh)
Der Club ist voll mit Bubble Butts (Bubble, Bubble)
Mach Platz für das Assi-Pack (Huh)
Du bist high, wenn ich Kasse mach' (Ey)
Asbach in mei'm Double Cup (Uh)
Der Club ist voll mit Bubble Butts (Ah)
Mach Platz für das Assi-Pack (Uh)
Du bist high, wenn ich Kasse mach'
[Part 2: Klapse Mane]
Ein Wochenende, mein Popel mehr wert als dein Schmuck
Zehn Jahre Rausch, zehn Tonnen Druck auf meiner Brust
Du willst ein normales Leben, darauf hatte ich nie Lust
Ich will gut essen, nur noch Mucke machen mit den Jungs
Heute Boss Hugo schwarz, Dicka, früher Pelle Pelle
Hol' mir bald alles, alles das, was ich gerne hätte
Klapse Mane, harte Stimme, Dicka, übertiefe Bässe
Drehe auf, immer lauter, ja, hältst du deine Fresse

[Hook: Haiyti]
Asbach in mei'm Double Cup (Uh)
Der Club ist voll mit Bubble Butts (Bubble, Bubble)
Mach Platz für das Assi-Pack (Huh)
Du bist high, wenn ich Kasse mach' (Ey)
Asbach in mei'm Double Cup (Uh)
Der Club ist voll mit Bubble Butts (Ah)
Mach Platz für das Assi-Pack (Uh)
Du bist high, wenn ich Kasse mach'

[Part 3: Capuz]
Datenüberträger, meine Zunge wie ein Kartenleser
Ich breche das Muster, bleibe grade wie ein Grafikfehler
Thermoflasche, Trapometer, Laser-Liqour, Vape und Gläser
Overdoser, das ist Thema, Pferdewetten, Ex und Keta
Shaolin, wo geht die Gaudi? Ich komm' aus Pauli
Genau, sie steht nur auf Raudis voll in 'nem Audi
Vertraue nie dem Schall und Rauch, sie sind viel zu drauf
Diggi, traurig, so viele saufen und sind nicht 'bout it
[Hook: Haiyti]
Asbach in mei'm Double Cup (Uh)
Der Club ist voll mit Bubble Butts (Bubble, Bubble)
Mach Platz für das Assi-Pack (Huh)
Du bist high, wenn ich Kasse mach' (Ey)
Asbach in mei'm Double Cup (Uh)
Der Club ist voll mit Bubble Butts (Ah)
Mach Platz für das Assi-Pack (Uh)
Du bist high, wenn ich Kasse mach'"
Song,Haiyti,2020,SUI SUI,ENDORPHINE HIGH,"[Part 1]
Es ist nicht mehr, wie es war
Sternenhimmel digital
Die Probleme minimal
Marihuana illegal
Aber Fun wie Cyndi Lauper
Misch' den Perroquet mit Sosa
Ich bin glücklich, fall' in Ohnmacht
Heute mach' ich einen Homerun

[Pre-Hook 1]
Spitt' im Nightmode
Bin im Goldrausch
Alle um mich hydro
Daddy seine Zeit los

[Hook]
Es geht viel zu weit
Lass mich tiefer fall'n
Wolken ziehen vorbei
Endorphine high
Es fließt wieder Wein
Bilder wie Chagall
Lass' mich überfallen
Endorphine high


[Part 2]
Versace-Uhr weiß
Er ist nicht die Love of my Life
Doch ich fühl' mich so leicht
Weil die Vorstellung reicht
Fahren Porsche 9-1-1
Caribic City Lights
Der Honeymoon ist sweet
Doch ich bin noch nicht so weit

[Pre-Hook 2]
Ich seh' Farben, Baby
Fading Roses auf dem Weg
Race auf Silberfelgen
Doch wir kommen zu spät

[Hook]
Es geht viel zu weit
Lass mich tiefer fall'n
Wolken ziehen vorbei
Endorphine high
Es fließt wieder Wein
Bilder wie Chagall
Lass' mich überfallen
Endorphine high

[Outro]
Endorphine high
Endorphine high
Endorphine high"
Song,Haiyti,2020,SUI SUI,SR&Q,"[Intro]
Mein Sweater, ey
Mein Sweater
Mein Sweater
Mein Sweater riecht nach Savage Rose und Qualm
Hah!

[Part 1]
Alle meine Freunde high
Alle meine Träume weit weg
Vielleicht komm' ich noch vorbei
Doch verschwinde wieder leise
Mein Sweater riecht nach Savage Rose und Qualm
Ich verbrenne meine Scheine
Diamantendiebe überall
Zieh' mit ihn'n nachts durch die Meile
Das Ghetto läuft mir hinterher
Als wär die Chain 'ne Mille wert
Mir fällt alles aus der Hand
Schachtel Kippen wieder leer
Das Ghetto läuft mir hinterher
Als wär die Chain 'ne Mille wert
Mir fällt alles aus der Hand, yeah


[Hook]
Mein Sweater riecht nach Savage Rose und Qualm (Rose und Qualm)
Wieder in der Zone, Taschen voll Paper und Metall (und Metall)
Ruf mir ein Taxi nach Paris, denn ich war noch nie verliebt
Erfüll mir alle meine Dreams
Mein Sweater riecht nach Savage Rose und Qualm

[Part 2]
Komme nicht raus aus der Stadt
Wolken brechen auf Bromazepam
Ich bin zu high für den Tag, eh
Doch ich kann auf euch nicht warten
Hab' mir das anders gedacht
Tippe mein Handy in der Nacht
Rede mit Menschen vom Mars
Rede mit Menschen vom Mars
Steige ein, doch, eh, komm' nicht weit, eh
Taxi high, eh, fährt vorbei
Lost in crime, habe kein
Lottoschein, eh, fahre heim (Uh)
Nehm' die Gage mit, mach' den Laden dicht (Na)
Und ich frage mich (Uh), wo denn alle sind (Na, na, na)
Versteh' die Lage nicht (Nicht), die Fassade bricht (Bricht)
Und ich zahle Bricks (Wouh), denn sonst hab' ich nichts (Uh-uh-uh)

[Pre-Hook]
Fliege aus der Bahn, ich hab' mich vertan
Nichts kommt bei mir an (Bei mir an)
Ich fliege aus der Bahn, nichts steht auf dem Plan
Nichts kommt an mich ran (An mich ran)

[Hook]
Mein Sweater riecht nach Savage Rose und Qualm (Rose und Qualm)
Wieder in der Zone, Taschen voll Paper und Metall (und Metall)
Ruf mir ein Taxi nach Paris, denn ich war noch nie verliebt
Erfüll mir alle meine Dreams
Mein Sweater riecht nach Savage Rose und Qualm"
Song,Haiyti,2020,SUI SUI,DROGENFILM,"[Hook]
Auf Drogenfilm, sag, was hast du vor?
Nie hast du Zeit, doch Geld im Tresor
Noch mehr Speed für noch ein'n Rekord




Sie seh'n es nicht, doch Mann über Bord (Ey)
Auf Drogenfilm, sag, was hast du vor?
Nie hast du Zeit, doch Geld im Tresor
Noch mehr Speed für noch ein'n Rekord
Sie seh'n es nicht, doch Mann über Bord

[Bridge 1]
Volle Kraft voraus, ey
Neue Chain sieht teuer aus
Was kostet die Welt?
Was kostet ein Rausch?

[Part 1]
K, K, K, K, K Milliarden, Billiarden, Trilliarden im Safe
Zu hoch für den Fall und das Ticket One-Way
Du wolltest was tun, doch es ist schon zu late
Festgefahren, wir kommen hier schlecht weg
Die Tropen brennen, wir sind grad auf Xanax
Spielen auf der letzten Insel Black Jack
Sendung fehlgeschlagen, trotz dem Tag, Tag, Tag, Tag


[Hook]
Auf Drogenfilm, sag, was hast du vor?
Nie hast du Zeit, doch Geld im Tresor
Noch mehr Speed für noch ein'n Rekord
Sie seh'n es nicht, doch Mann über Bord (Ey)
Auf Drogenfilm, sag, was hast du vor?
Nie hast du Zeit, doch Geld im Tresor
Noch mehr Speed für noch ein'n Rekord
Sie seh'n es nicht, doch Mann über Bord

[Bridge 2]
Wozu der ganze Neid
Wozu der ganze Hype?
In der Lunge Kerosin
Das Ende nicht mehr weit

[Part 2]
Der Weg war so leicht, doch die Tränen sind schwer
Die Kilos versunken, sie funkeln im Meer
Und wo bleibt der Schampus, die Flaschen sind leer
Fashion Nova, sind auf Ecstasy, ey
Die große Liebe ist grad next to me
Alles echt, alles echt, alles echt, alles echt, alles echt
Doch du machst doch 'ne Kopie

[Pre-Hook]
Rendezvous mit dem Mond
Schick' die Yacht in den Tod
Hab' damit nichts zu tun
Geldkarte aus Chrom

[Hook]
Auf Drogenfilm, sag, was hast du vor?
Nie hast du Zeit, doch Geld im Tresor
Noch mehr Speed für noch ein'n Rekord
Sie seh'n es nicht, doch Mann über Bord (Ey)
Auf Drogenfilm, sag, was hast du vor?
Nie hast du Zeit, doch Geld im Tresor
Noch mehr Speed für noch ein'n Rekord
Sie seh'n es nicht, doch Mann über Bord
Auf Drogenfilm, sag, was hast du vor?
Nie hast du Zeit, doch Geld im Tresor
Noch mehr Speed für noch ein'n Rekord
Sie seh'n es nicht, doch Mann über Bord"
Song,Haiyti,2020,SUI SUI,AUDREY,"[Part 1]
Meine Sanduhr liegt am Strand
Meine Nachricht kam nie an
Überall, wo ich war
Ist die Erde verbrannt
Ich bin weiter weg, als ich denk'
Hinterlass' hunderttausend Fans
Besser ist, wenn mich niemand kennt
Sie sagen, ich hätt sie verletzt

[Hook]
Der Montepulciano verdorben
Mama, mach dir keine Sorgen
Du weißt, wenn ich geh', geh' ich all-In
Tut mir leid, melde mich morgen
Wieder aufgewacht wie Audrey
Keine Diamonds, doch ist okay
Ich war glücklich für ein'n Moment
Check-out im billigsten Hotel

[Part 2]
Staub im Gesicht und die Kippe erlischt
Ich fahre ins Nichts, denn das Navi verspricht sich
Gedanken vergeh'n, mir ist alles zuviel
Fahr' das Boot in die Havarie
Und ich falle sehr tief und ich kann nichts mehr seh'n
In mei'm Kopf eine Artillerie
Milliarden Meilen hinter mir
Soll der Planet doch erfrier'n
Lass die Party auf dem Kiez
Und die Sorgen in Berlin
Werf' mich vor den Moneytrain
Heute wird kein Sunny Day
Um mich rum alle weg
Sie sagen, ich hätt sie verletzt


[Hook]
Der Montepulciano verdorben
Mama, mach dir keine Sorgen
Du weißt, wenn ich geh', geh' ich all-In
Tut mir leid, melde mich morgen
Wieder aufgewacht wie Audrey
Keine Diamonds, doch ist okay
Ich war glücklich für ein'n Moment
Check-out im billigsten Hotel
Der Montepulciano verdorben
Mama, mach dir keine Sorgen
Du weißt, wenn ich geh', geh' ich all-In
Tut mir leid, melde mich morgen
Wieder aufgewacht wie Audrey
Keine Diamonds, doch ist okay
Ich war glücklich für ein'n Moment
Check-out im billigsten Hotel
Der Montepulciano verdorben
Mama, mach dir keine Sorgen
Du weißt, wenn ich geh', geh' ich all-In
Tut mir leid, melde mich morgen
Wieder aufgewacht wie Audrey
Keine Diamonds, doch ist okay
Ich war glücklich für ein'n Moment
Check-out im billigsten Hotel"
Song,Haiyti,2021,SPEED DATE,BOO  ,"[Intro]
Haiyti One
Was sagst du?
Ja, uh (Boo, boo)
Umru said I'm cute

[Hook]
Du hörst mir nicht zu (Urgh), was ich sage, ist true (Uh)
Ich sehe Monster überall, sie sagen „Boo!“ (Peng)
Du hörst mir nicht zu (Ey), was ich sage, ist true (Ey)
Ich bin Haiyti One, doch wer bist du? (Ja) Ah!

[Part]
Ich bin Haiyti One, doch wer bist du? Ja
Drei Fußbeine hat mein Stuhl, boah
Ständig auf der Kippe, bleibe cool, hehe
Ich rede mit Dämon'n, was soll der Spuck? Hehe
Um was zu machen, brauche ich kein Tool, ah
Der fliegende Teppich ist aus Kabul, hah
Ich rauche Ice, ich rauchе Glut
Dein Leben ist vorbеi, nur wenn ich's tu'

[Bridge]
Bin ich schon verrückt? Ich weiß nicht, ich will nicht so enden
Ihr habt mich soweit, will meine Seele schon verschenken
Ich weiß, ich bin nicht tot, denn ich sehe auch keine Engel
Dämonen hinter mir, sie reden, als ob sie mich kennen
[Hook]
Du hörst mir nicht zu, was ich sage, ist true
Ich sehe Monster überall, sie sagen „Boo!“ (Peng)
Du hörst mir nicht zu, was ich sage, ist true
Ich bin Haiyti One, doch wer bist du?
Du hörst mir nicht zu, was ich sage, ist true
Ich sehe Monster überall, sie sagen „Boo!“
Du hörst mir nicht zu, was ich sage, ist true
Ich bin Haiyti One, doch wer bist du? Ah!"
Song,Haiyti,2021,SPEED DATE,HYPERSPEED  ,"[Intro]
Uhh, ja, ja
Metallisch (Wouh), ah

[Part 1]
Bombay-Gin in meiner Jacke, ah (Ergh)
Baby, du weißt, ich will nur die Dollars (Dollars), hah
Überschallgeschwindigkeit, ich falle (Uhh)
Du weißt, meine Seele ist metallisch, ja, ahh
Lamborghini, paff' wie Weezy
Trapstars hängen nicht auf Santorini
Dom P. im Double Cup (Hah), Robbery im TV (Ey)
Öffne noch 'ne Flasche, Bruder, denn sie ist so lieblich

[Hook]
Yeah, yeah, yeah, es ist Krieg (Ja)
Hyper-Space und ich gebe mehr Speed
Ja, ja, ja, ich race tief (Uhh)
Space-Cops, Black-Ice, PCP (Huh)

[Part 2]
Yeah, du bist mein Earth Angel (Uh)
Alles ging so schnell, doch es wird nicht hell, yeah
Gib mir mehr Percocet (Hah)
Danach ich will enden so wie Kurt Cobain
Trap-Game hard (Hard), Dope-Game easy
Mir gehört die Straße, lauf' wie Kanye auf Yeezys (Ja)
Zu viel Schmuck (Uhh), ahh (Ah), langsam wird es creepy
Dior-Steine, Cartier-Spiegel (Hah)
Schafboys, eiskalt (Hah), Echsen, Trapstars (Hah)
Mach' mir keine Szene, ich weiß, warum du so nett warst (Uhh)
Trash-Kids, Benzos (Uhh), Heckler, S-Class (Uhh)
Komm klar, keiner hört dein'n Sampler, du Wichser (Uhh)
[Hook]
Yeah, yeah, yeah, es ist Krieg
Hyper-Space und ich gebe mehr Speed
Ja, ja, ja, ich race tief
Space-Cops, Black-Ice, PCP
Yeah, yeah, yeah (Huh), es ist Krieg (Huh)
Hyper-Space und ich gebe mehr Speed (Huh)
Ja, ja, ja, ich race tief (Ja)
Space-Cops, Black-Ice, PCP (PCP)"
Song,Haiyti,2021,SPEED DATE,LOIS LANE  ,"[Intro]
Mhm, ah (Uh), huh, heh (Ey)
Mhm, ah (Hey), huh, heh (Ah)
Mhm, ah, huh, heh
Mhm, ah, huh, heh (Huh)

[Hook]
Nenn mich Lois Lane
Hänge nur mit Superman (Huh)
Nenn mich Lois Lane
Hänge nur mit Superman
Nenn mich Lois Lane (Ey)
Hänge nur mit Superman
Nenn mich Lois Lane (Ja, ja, ja)
Hänge nur mit Superman (Uh)

[Part 1]
Lass' mich fallen, wann ich will (Ey)
Keiner kann mich hier kill'n (Ey, ey)
Du bist eine von vielen (Ey)
Ich bin eine von den'n (Ey)
Krasse Dinger dreh'n (Uh)
Kein Grund jetzt zu geh'n (Ey)
Haiyti, bin okay
Hamdullah, okay
World Wide Player (Wouh)
Bin ein Bеrlin Member (Wouh)
Deinе Ho kommt nicht klar
Ich sitz' mit Bourbon im Benzer (Autsch)
Bin bei Urban Game Changer (Urgh)
Sie wollen flirten, ich kenn' das (Urgh)
Doch ich rede lieber mit mein'n neuen Maison Margielas


[Hook]
Nenn mich Lois Lane
Hänge nur mit Superman (Ey)
Nenn mich Lois Lane
Hänge nur mit Superman
Nenn mich Lois Lane
Hänge nur mit Superman
Nenn mich Lois Lane
Hänge nur mit Superman

[Part 2]
Ja, ich bin ein Devil, Baby
Ich erschieß den Präsidenten (Ey)
Glaube nur an Alien
Denn will nicht mit der Menschheit hängen (Brr, hah)
Hab' mehr Drip als Heavy Petting (Huh)
Besser ihr seid lieber ready (Häh)
Bin auf Xanny, pushe Cali (Urgh)
Ich ruf' Superman, du Daddy (Heh)
Ja, ich komm' von der G-Side (Urgh)
70k in der Levi's (Urgh)
Und das hier wird ein Safe Call
City Lights und ich flieg' rein (Urgh)
Dein Herz so free wie Freestyle (Ey)
Ich weiß, ich bin dein Icon
Doch frage mich, wie weit man (Uh, uh, uh)
Denn überhaupt noch fallen kann

[Hook]
Nenn mich Lois Lane (Lane)
Hänge nur mit Superman (-man)
Nenn mich Lois Lane (Lane)
Hänge nur mit Superman (-man)
Nenn mich Lois Lane (Lane)
Hänge nur mit Superman (-man)
Nenn mich Lois Lane (Lane)
Hänge nur mit Superman (Yeah)

[Outro]
Mhm, ah, huh, heh
Mhm, ah, huh, heh
Mhm, ah, huh, heh
Mhm, ah, huh, heh"
Song,Haiyti,2021,SPEED DATE,NIEMANDSLAND  ,"[Intro]
(umru said I'm DJ H)
Du hast gesagt, du bist noch wach
Doch es ist niemand da
Ich hab's getan, nicht nur einmal
Und ich nehm es mit ins Grab

[Hook]
Ich komm' nicht raus aus diesem Niemandsland
Es gibt keinen, der noch liefern kann, ey
Und ich slide auf der schiefen Bahn
Denn ich weiß, ich kann nicht tiefer fall'n, ey

[Part]
Guck, ich bin verstrahlt, guck, ich bin im Wahn
Drippe Worte, Glas, hah
Und ich finde kein'n Schlaf
Hab's nicht hinterfragt, mein Herz ist aus Glas, ja
Ja, ich sipp' den Sizzurp, er ist sweet und bitter
Meine Friends hinter Gittern, üh
Ich bin undelivеred, sie woll'n mich alle hindеrn
Doch ich blick zu den Stern'

[Pre-Hook]
Und ich flieg' zurück, flieg' zu den
Flieg' zu den, flieg' zu den Stars
Flieg' zu den, flieg' zu den Stars, ja, hah


[Hook]
Ich komm' nicht raus aus diesem Niemandsland
Es gibt keinen, der noch liefern kann
Ey, und ich slide auf der schiefen Bahn
Denn ich weiß, ich kann nicht tiefer fall'n, ey

[Outro]
(Ich-ich-ich komm' nicht raus aus diesem Niemandsland)
(Es gibt keinen, der noch liefern kann, ey)
(Und ich bleibe auf der schiefen Bahn)
(Dennich weiß, ich kann nicht tiefer fall'n, ey)"
Song,Haiyti,2021,SPEED DATE,STUPIDO by Haiyti & Money Boy  ,"[Intro: Haiyti]
Ja, huh, ja (Uh)

[Hook: Haiyti]
Mache Cash mit Groupie Hoes
Denn sie sind sehr stupido (Huh)
Alte Schule, Coolio (Yeah)
Doch G-Fight regelt sowieso
Relaxe jetzt auf Opium (Yeah)
Blut unterm Schuh, kein Louboutins (Urgh)
Sie finden mich sehr kurios (Urgh, ah)
Bis ich meine Brudis hol'

[Part 1: Haiyti]
Ich hab’ Dom P. im Double Cup und die Taschen voll Abiat
Bin verstritten mit Adidas, weil ich ständig nur Nike an hab'
Ich record' jetzt bei Arafat, um zu sagen „Alhamdulillah“
Haiyti kommt mit Karawanen, Mercedes voll Araber (Urgh)
Ich kick’ dich Hippie vom Rennrad (Uh)
Sie denken, ich hab' mich verändert (Uh)
Bleibe ein Untergrund-Weltstar (Uh)
Denn ich bin völlig behämmert (Ha)
Glänzende Felgen im Blaulicht (Ja)
Little Robbery verkauft Rauschgift (Rauschgift)
Du kommst nicht klar auf mein Outfit (Nein)
„Balenciaga“ die Aufschrift
[Hook: Haiyti]
Mache Cash mit Groupie Hoes
Denn sie sind sehr stupido (Huh)
Alte Schule, Coolio (Yeah)
Doch G-Fight regelt sowieso
Relaxe jetzt auf Opium (Yeah)
Blut unterm Schuh, kein Louboutins (Nein)
Sie finden mich sehr kurios (Urgh, ah)
Bis ich meine Brudis hol' (Yeah)

[Part 2: Money Boy]
(Du-Du-Du) Du willst Beef und ich dreh' dich durch den Fleischwolf (Ah, ah)
Homeboy, ich bin lit wie ein Streichholz (Woah)
Ich steck' voller Tatendrang (Ey)
Und mein Dick, er ist ähnlich wie ein Spaten lang, ja
Bist du stupid, Homie, oder bist du dumb? You a bum
Ich bin Backstage im Club mit einer Gun, ah
Eagle Gang, swagged-out, Boy, wir flyen high (Brr)
Wenn du mir das nicht glaubst, Homie, look up in the sky, ah

[Hook: Haiyti]
Mache Cash mit Groupie Hoes
Denn sie sind sehr stupido (Huh)
Alte Schule, Coolio (Yeah)
Doch G-Fight regelt sowieso
Relaxe jetzt auf Opium (Yeah)
Blut unterm Schuh, kein Louboutins (Nein)
Sie finden mich sehr kurios (Urgh, ah)
Bis ich meine Brudis hol' (Yeah)
Mache Cash mit Groupie Hoes
Denn sie sind sehr stupido (Huh)
Alte Schule, Coolio (Yeah)
Doch G-Fight regelt sowieso
Relaxe jetzt auf Opium (Yeah)
Blut unterm Schuh, kein Louboutins (Nein)
Sie finden mich sehr kurios (Urgh, ah)
Bis ich meine Brudis hol' (Yeah)"
Song,Haiyti,2021,SPEED DATE,NUR MEDIZIN by Haiyti & Doktor Sterben  ,"[Intro: Doktor Sterben]
Ah, ah, ah-ah, ah, ah-ah-ahh
(Wa-wa-was geht, AsadJohn?)
Sterbi, sprich zu ihn'n

[Hook: Doktor Sterben]
Viel zu viel (Viel zu viel)
Jahre schon geseh'n, ich hab's mir verdient (Ich hab's verdient)
Warf die Jahre weg, ich war mal verliebt (So lang verliebt)
Ich habe Bres, doch ein'n Freund hatt ich nie (Ich hab' ein'n Bre)
Wir flexen nicht mit Weed, weil ist nur Medizin (Medizin)
Warf die Jahre weg, ich war mal verliebt (Heh, skrrt)
Jahre schon geseh'n, ich hab's mir verdient (Ich hab's verdient)
Ich habe Bres, doch ein'n Freund hatt ich nie (Yeh)
Wir flexen nicht mit Weed, weil ist nur Medizin (Los geht's, los geht's)

[Part 1: Doktor Sterben]
Keiner hat gesagt, das Leben ist 'n Ritt auf Pony, yeh, yeh, yeh
Gestern kam ich nur zu spät und heute auf ihr Pony, yeh, yeh, yeh (Haha)
Keine Zeit für eure Spiele, ich hol' nie auf Kombi, yeh, yeh, yeh (Nicht auf Kombi, nein)
Deutsche Rapper sind Vergangenheit, denn sie fruggi, yeh, yeh, yeh
Du hast den Schuss nicht gehört, nein, ich teil' dein'n Teaser nicht, Stopp (Hrr)
Du fragst nach Feature, ich sag' lieber nicht (Lieber nicht)
Ich will kein'n Fame, ich will, dass das Werk lila ist (Lila ist)
Ja, sie hat sich verliebt, doch ich schon wieder nicht (Skrrt)
[Pre-Hook: Doktor Sterben & Haiyti]
Ah, ah, ah-ah, ah, ah-ah-ahh
Er hat sich verliebt, doch ich schon wieder nicht
Ah, ah, ah-ah, ah, ah-ah-ahh
Ich will, dass Werke endlich lila sind (Skrrt)

[Hook: Haiyti & Doktor Sterben]
Viel zu viel (Viel zu viel)
Jahre schon, ich hab's mir verdient (Ich hab's verdient)
Warf die Jahre weg, ich war mal verliebt (So lang verliebt)
Ich habe Bras, doch ein'n Freund hatt ich nie (Ich hab' ein'n Bre)
Wir flexen nicht mit Kies, weil ist nur Medizin

[Part 2: Haiyti]
Bringe mich um den Schlaf, kennst du? (Urgh)
Mein Hoodie hält mich warm, Kenzo (Kenzo)
Seh' mich schon im Ferrari Enzo
Halt mich nicht ab, denn ich fahre auf Tempo
Sprenge die Ketten genau so wie Django
No Flex Zone, zerbreche die Herzen wie Amber Rose
Danger Zone, es wird gefährlich, der Gletscher blau
Er will mich heut noch seh'n, doch kann zum Teufel geh'n
Die Tasche von Chloé, doch sie ist voll mit Trän'n
Er kann mich kreuzweise, denn ich will Beute seh'n
Ich geh' durch teure Läden, aber nicht euretwegen (Nein)
[Pre-Hook: Doktor Sterben & Haiyti]
Ah, ah, ah-ah, ah, ah-ah-ahh
Er hat sich verliebt, doch ich schon wieder nicht
Ah, ah, ah-ah, ah, ah-ah-ahh
Ich will, dass Werke endlich lila sind (Skrrt)

[Hook: Doktor Sterben & Haiyti]
Viel zu viel (Viel zu viel)
Jahre schon geseh'n, ich hab's mir verdient (Ich hab's verdient)
Warf die Jahre weg, ich war mal verliebt (So lang verliebt)
Ich habe Bres, doch ein'n Freund hatt ich nie (Ich hab' ein'n Bre)
Wir flexen nicht mit Weed, weil ist nur Medizin (Viel zu viel)
Jahre schon, ich hab's mir verdient (Heh, skrrt)
Warf die Jahre weg, ich war mal verliebt (Ich hab's verdient)
Ich habe Bras, doch ein'n Freund hatt ich nie (Yeh)
Wir flexen nicht mit Kies, weil ist nur Medizin (Los geht's, los geht's)"
Song,Haiyti,2021,SPEED DATE,XTRA DRY  ,"[Intro]
(Umru said I'm-)

[Hook]
Ich brauch' mehr Flüssigkeit, bitte schenk mir noch ein'n ein
Fühle mich so extra, ja, ich mag es extra dry
Und wenn ich wieder aufwach', wünschte ich, es wäre Mai
Claire de la lune, fliege durch die City Nights

[Part 1]
Schaum in mei'm Glas
Traum ist geplatzt, ah
Tau in mei'm Grab, uh
Laub in mei'm Schrank, huh
Auf in die Nacht, ey
Hautfarbe blass, ey
Schaum in mei'm Glas
Traum ist geplatzt, ey
Evil Dog als mein Bot
Mehr zu tun als im Job (Ihh)
Nimm dir noch ein'n Teil von (Ihh)
Mir, denn ich bin verlor'n

[Hook]
Ich brauch' mehr Flüssigkeit, bitte schеnk mir noch ein'n ein (Yeah)
Fühlе mich so extra, ja, ich mag es extra dry
Und wenn ich wieder aufwach', wünschte ich, es wäre Mai
Claire de la lune, fliege durch die City Nights
[Part 2]
Funks funkeln
Kirschblüten fliegen, ah
Im Dunkeln
Ich spüre den Frühling

[Bridge]
Schaltet mich an (An), schlafe seit Jahr'n (Jahr'n)
Schadensersatz (Ah) vor zweitausend Jahr'n (Uh)
Schaltet mich an (An), schlafe seit Jahr'n (Uh)
Schadensersatz (Pah, pah, pah, pah) vor dreitausend Jahr'n

[Hook]
Ich brauch' mehr Flüssigkeit, bitte schenk mir noch ein'n ein
Fühle mich so extra, ja, ich mag es extra dry
Und wenn ich wieder aufwach', wünschte ich, es wäre Mai
Claire de la lune, fliege durch die City Nights"
Song,Haiyti,2021,SPEED DATE,ZAHL ES BAR by Haiyti & Skoob102  ,"[Intro: Haiyti]
Bar, bar
Bar, bar
Bar, bar
(W-Was geht, AsadJohn?)
Bar, bar

[Hook: Haiyti]
Ich zahl' es bar
Was hast du mit mir getan?
Ich zahl' es bar
Denn du lässt mir keine Wahl

[Part 1: Haiyti]
Der Himmel voller Kerosin
Ich war mal dein Heroin
Wir haben uns lange nicht geseh'n
Denn es herrschen Hierarchien
Mein Herz brennt wie Benzin
Lunge voller Nikotin
Habe dir nicht verzieh'n
Es gab keine Garantien

[Bridge: Skoob102]
Sag, wie soll ich verzeihen, wenn du wegrеnnst?
Das war nicht das letzte Mal, so wie Sеcondhand
Glaub nicht, dass ich feier', wenn du weg bist
Und ich renn' hinterher, so wie Pac-Man
Sag, wie soll ich verzeihen, wenn du wegrennst?
Das war nicht das letzte Mal, so wie Secondhand
Glaub nicht, dass ich feier', wenn du weg bist
Und ich renn' hinterher, so wie Pac-Man
[Hook: Haiyti]
Ich zahl' es bar
Was hast du mit mir getan?
Ich zahl' es bar
Denn du lässt mir keine Wahl
Ich zahl' es bar
Was hast du mit mir getan?
Ich zahl' es bar
Denn du lässt mir keine Wahl

[Part 2: Skoob102]
Ich lass' dir keine Wahl, no
Es ist eine Qual, doch
Hab' dir alles schon gesagt, und
Was willst du denn noch hör'n?
Du weißt, dass es mir grad auch nicht viel besser geht
Es ist vorbei, Mann, aus uns wird kein Evergreen
Du willst nach Hollywood, schick' dich nach Beverly
Ruf mich nicht an, wenn du wieder am Ende bist
Nein, ich kann dir nicht verzeihen, ich wollte, dass du bleibst
Doch jetzt bist du allein

[Hook: Haiyti]
Ich zahl' es bar
Was hast du mit mir getan?
Ich zahl' es bar
Denn du lässt mir keine Wahl
Ich zahl' es bar
Was hast du mit mir getan?
Ich zahl' es bar
Denn du lässt mir keine Wahl
[Bridge: Haiyti]
Was ich denk', ist nicht echt
Und das Life nur ein Test
Ich hab' dir so viel geschenkt
Ich gab dir mein letztes Hemd
Mir egal, scheiß auf Geld
Ich gab dir mein letztes Hemd
Und was ist jetzt? Und was ist jetzt?
Bin ich ersetzt?

[Hook: Haiyti]
Ich zahl' es bar (Urgh, urgh, urgh)
Was hast du mit mir getan?
Ich zahl' es bar
Denn du lässt mir keine Wahl
Ich zahl' es bar
Was hast du mit mir getan?
Ich zahl' es bar
Denn du lässt mir keine Wahl"
